text1,file
"Herr statsrådet Pehrsson-Bramstorp: Herr talman! Jag vågar starkt
              betvivla, att det recept skulle vara riktigt, som den siste ärade
              talaren anvisade för reglering av hästimporten eller produktion
              av tillräckligt antal hästar. Jag tror att det med hästproduktionen
              förhåller sig på det sättet, att om priserna äro höga, så ökar
              produktionen, och det finnes ingen organisation eller sammanslutning,
              som på något sätt kan bemästra detta. När sedan produktionen blivit
              tillräckligt stor, inträffar ett prisfall.",/content/corpus/protocols/1937/prot-1937--fk--18.xml
Herr SVENINGSSON (h):,/content/corpus/protocols/1965/prot-1965--fk--23.xml
Herr Blombäck:,/content/corpus/protocols/1942/prot-1942--ak--12.xml
Anf. 105 JESPER SKALBERG KARLSSON (M),/content/corpus/protocols/201617/prot-201617--116.xml
Anf. 181 MONA SAHLIN (s):,/content/corpus/protocols/199192/prot-199192--47.xml
Herr REGNÉLL (m):,/content/corpus/protocols/1972/prot-1972--82.xml
STRÖM (s):,/content/corpus/protocols/200102/prot-200102--55.xml
Anf. 91 ROGER HADDAD (L):,/content/corpus/protocols/202021/prot-202021--142.xml
Anf. 135 BENGT SILFVERSTRAND (s) replik:,/content/corpus/protocols/198788/prot-198788--129.xml
Anf. 285 Statsrådet BRITTA LEJON (s) replik:,/content/corpus/protocols/200001/prot-200001--52.xml
Anf. 15 MIKAEL DAMBERG (s):,/content/corpus/protocols/200506/prot-200506--123.xml
Chefen för jordbruksdepartementet herr statsrådet Linders:,/content/corpus/protocols/1923/prot-1923--ak--17.xml
Anf. 16 ALLAN WIDMAN (FP):,/content/corpus/protocols/201415/prot-201415--121.xml
Anf. 33 Näringsminister MAUD OLOFSSON (c):,/content/corpus/protocols/200607/prot-200607--66.xml
Chefen för kommunikationsdepartementet herr statsrådet M u rray:,/content/corpus/protocols/1921/prot-1921--ak--4.xml
Anf. 97 Miljöminister ANNA LINDH (s):,/content/corpus/protocols/199697/prot-199697--74.xml
Anf. 3 LARS-OVE HAGBERG (vpk):,/content/corpus/protocols/198687/prot-198687--104.xml
Herr WESTBERG (fp):,/content/corpus/protocols/1962/prot-1962--ak--23.xml
Anf. 170 HUGO HEGELAND (m):,/content/corpus/protocols/198788/prot-198788--43.xml
Herr SVENNING (s) kort genmäle:,/content/corpus/protocols/1969/prot-1969--ak--28.xml
Herr Herlitz:,/content/corpus/protocols/1940/prot-1940-urtima-fk--3.xml
Anf. 2 ROLF KENNERYD (c):,/content/corpus/protocols/199798/prot-199798--39.xml
Anf. 13 Tredje vice talman HELENA HÖIJ (kd) replik:,/content/corpus/protocols/200506/prot-200506--120.xml
Anf. 8 Utrikesminister MARGOT WALLSTRÖM (S),/content/corpus/protocols/201617/prot-201617--127.xml
Utbildningsminister BENGT GÖRANSSON:,/content/corpus/protocols/198990/prot-198990--20.xml
Anf. 87 INGVAR SVENSSON (kd) replik:,/content/corpus/protocols/200405/prot-200405--72.xml
Herr GUSTAFSON i Göteborg (fp) kort genmäle:,/content/corpus/protocols/1964/prot-1964-hÃ¶st-ak--35.xml
"Herr socialministern ASPLING erhöll ordet för att besvara herr
            Hagbergs (vpk) i kammarens protokoll för den 4 februari intagna
            fråga, nr 48, och anförde:",/content/corpus/protocols/1971/prot-1971--27.xml
Anf. 67 LOTTA N HEDSTRÖM (mp),/content/corpus/protocols/200102/prot-200102--97.xml
Herr WERNER:,/content/corpus/protocols/1951/prot-1951--fk--13.xml
Anf. 51 Justitieminister THOMAS BODSTRÖM (s) replik:,/content/corpus/protocols/200102/prot-200102--115.xml
Anf. 95 JONAS SJÖSTEDT (V):,/content/corpus/protocols/201011/prot-201011--36.xml
"Herr PERSSON, YNGVE, (s):",/content/corpus/protocols/1967/prot-1967--fk--26.xml
Anf. 51 JASENKO OMANOVIC (S):,/content/corpus/protocols/201415/prot-201415--85.xml
Herr Lindhagen:,/content/corpus/protocols/1936/prot-1936--fk--14.xml
Anf. 44 STAFFAN DANIELSSON (C):,/content/corpus/protocols/201314/prot-201314--78.xml
Anf. 33 Socialminister LENA HALLENGREN (S),/content/corpus/protocols/201920/prot-201920--143.xml
Anf. 57 KURT HUGOSSON (s) replik:,/content/corpus/protocols/198687/prot-198687--7.xml
Herr LOTHIGIUS (m):,/content/corpus/protocols/1973/prot-1973--47.xml
Anf. 3 ANNE LUDVIGSSON (s):,/content/corpus/protocols/200607/prot-200607--118.xml
Fröken LILJEDAHL:,/content/corpus/protocols/1952/prot-1952--ak--12.xml
Anf. 85 Utbildningsminister GUSTAV FRIDOLIN (MP),/content/corpus/protocols/201718/prot-201718--4.xml
Herr SVANSTRÖM (cp):,/content/corpus/protocols/1970/prot-1970--fk--26.xml
Herr jordbruksministern BENGTSSON:,/content/corpus/protocols/1971/prot-1971--85.xml
Herr Åkerman:,/content/corpus/protocols/1933/prot-1933--fk--9.xml
Herr SUNNE (fp) kort genmäle:,/content/corpus/protocols/1959/prot-1959--fk--18.xml
Herr statsrådet MOBERG:,/content/corpus/protocols/1967/prot-1967-hÃ¶st-ak--51.xml
Anf. 147 WIVI-ANNE RADESJÖ (s):,/content/corpus/protocols/198687/prot-198687--99.xml
Anf. 2 PIA NILSSON (S):,/content/corpus/protocols/201213/prot-201213--8.xml
Herr HAGLUND (s):,/content/corpus/protocols/1971/prot-1971--147.xml
Anf. 59 Statsrådet BENGT LINDQVIST:,/content/corpus/protocols/198687/prot-198687--64.xml
Anf. 77 Statsrådet BO LUNDGREN (m):,/content/corpus/protocols/199394/prot-199394--77.xml
Anf. 32 LISA MATTSON (s):,/content/corpus/protocols/198283/prot-198283--86.xml
Anf. 113 MARIA WETTERSTRAND (mp),/content/corpus/protocols/200102/prot-200102--77.xml
Anf. 72 LARRY SÖDER (KD),/content/corpus/protocols/201920/prot-201920--23.xml
Anf. 48 LUDVIG ASPLING (SD),/content/corpus/protocols/202122/prot-202122--21.xml
Anf. 158 PETER PEDERSEN (v) replik:,/content/corpus/protocols/19992000/prot-19992000--20.xml
WINBERG (s),/content/corpus/protocols/199495/prot-199495--108.xml
Herr WIKLUND i Stockholm (fp):,/content/corpus/protocols/1967/prot-1967--ak--17.xml
Herr DAHLBERG (s):,/content/corpus/protocols/1973/prot-1973--16.xml
Anf. 16 LENNART ALSÉN (fp) replik:,/content/corpus/protocols/198788/prot-198788--111.xml
Anf. 191 Kommunikationsminister GEORG,/content/corpus/protocols/199091/prot-199091--115.xml
Anf.79 Socialminister BENGT,/content/corpus/protocols/199192/prot-199192--115.xml
Herr Tamm:,/content/corpus/protocols/1932/prot-1932--fk--25.xml
Herr Holmgren:,/content/corpus/protocols/1921/prot-1921--ak--46.xml
Anf. 57 OLLE SCHMIDT (fp):,/content/corpus/protocols/199293/prot-199293--121.xml
"Ordet lämnades på begäran till herr Lindhagen, som anförde: Herr
            tal- Interpellation man, jag skall be att få framställa en liten
            interpellation. ng, Milan. Genom förordningen den 24 januari 1777
            föreskrevs, att liken efter alla tl de anasjälvspillingar inom
            sju mils distrikt skulle utlämnas till anatomiska institutomiska
            institionen i Uppsala. Liknande bestämmelser utfärdades för Stockholm
            den 27 juli tutionerna. 1814 samt för Lund den 27 november 1816,
            den 3 mars 1837 och den 24 mars 1865. Länsstyrelsen i Uppsala
            påkallade år 1907 ändring i dessa bestämmelser, men utan verkan.
            År 1910 hänvände sig folkskolläraren A. Rosén i Hällestad till
            justitieombudsmannen. En skriftväxling uppstod, och år 1911 framlade
            medicinalstyrelsen förslag till ny kungörelse angående liks tillhandahållande
            åt de anatomiska institutionerna. I detta förslag voro lik efter
            självspillingar frigivna. Även detta förslag ledde ej till något.
            År 1921 tillkallade ecklesiastikministern professor I. Broman
            för att verkställa ny utredning i ämnet. Denna, som framlades
            i december 1922, innefattade jämväl förslag rörande anskaffande
            av lik för den för läkarutbildningen nödvändiga anatomiska undervisningen.
            Detta förslag avlyste likaledes rätten till självspillingars lik.
            Det borttog också de anatomiska institutionernas rätt till liken
            efter självspillingar. Det anmärkes i utredningen, att i intet
            av de många främmande länder, som gjorts till föremål för undersökning,
            självspil- SERA a till dissektion, då anförvanter önska omhändertaga
            och begrava en döde. eg heller professor Bromans betänkande har
            hitintills lett till något resultat. I november 1929 ingick professor
            Robin Fåhreus till medicinska fakulteten i Uppsala med påminnelse
            om Bromans förslag, men hitintills utan verkan. Anledningen till
            påminnelserna mot de gamla författningarna voro, att de i och
            för sig voro föråldrade samt ofta gåvo upphov till de mest upprörande
            scener, då anförvanter vägrades att taga hand om och begrava de
            döda. Ganska nyligen har sådant inträffat. Vederbörande vägra
            att utlämna de döda kropparna till anförvanter eller låta med
            våld röva dem från släktingarna. Ibland lär det tillgå så, att
            en formell jordfästning äger rum, men sedan upphämtas i tysthet
            den döda kroppen ur graven. Det förtjänar erinras, att genom lagen
            den 18 december 1908 upphävts förutvarande bestämmelser om självspillingars
            jordfästning i stillhet. På grund av dessa åberopade förhållanden
            medgav första kammaren vid 1930 års riksdag en interpellations
            framställande. I följd av den då sittande regeringens hastiga
            avgång medhanns ej något svar. Jag hemställer därföre ånyo om
            kammarens tillstånd att få till ecklesiastikministern framställa
            föl- Jande spörsmål: När kan från regeringens sida förväntas initiativ
            till upphävande av gällande bestämmelser om att lik efter självspillingar
            skola utlämnas till de anatonian ingtkntionemna vid de medicinska
            fakulteterna i Uppsala, Stockholm och Lund? a",/content/corpus/protocols/1931/prot-1931--fk--6.xml
Anf. 137 GUNNAR SANDBERG (S):,/content/corpus/protocols/201314/prot-201314--25.xml
Anf. 6 ANA MARIA NARTI (fp):,/content/corpus/protocols/200405/prot-200405--62.xml
Anf. 49 Statsrådet ANDERS YGEMAN (S):,/content/corpus/protocols/201516/prot-201516--97.xml
Fru LUNDBLAD (s):,/content/corpus/protocols/1972/prot-1972--147.xml
Herr HERMANSSON (vpk):,/content/corpus/protocols/1975/prot-1975--27.xml
Herr MAGNUSSON i Borås (m):,/content/corpus/protocols/1974/prot-1974--49.xml
Anf. 32 ERIK BENGTZBOE (M) replik,/content/corpus/protocols/201718/prot-201718--50.xml
Anf. 81 Statsrådet ÅSA TORSTENSSON (c):,/content/corpus/protocols/200809/prot-200809--70.xml
Kommunikationsministern ULF ADELSOHN:,/content/corpus/protocols/197980/prot-197980--54.xml
Herr STÅHLE (ss):,/content/corpus/protocols/1970/prot-1970--fk--22.xml
Anf. 49 Civilminister MARITA ULVSKOG (s):,/content/corpus/protocols/199495/prot-199495--27.xml
Herr JOHANSSON i kort genmäle:,/content/corpus/protocols/1968/prot-1968-hÃ¶st-ak--41.xml
Anf. 64 LARS ERNESTAM (fp):,/content/corpus/protocols/199091/prot-199091--106.xml
Anf. 160 SONJA REMBO (m) replik:,/content/corpus/protocols/199394/prot-199394--121.xml
Anf. 223 PER BOLUND (mp):,/content/corpus/protocols/200708/prot-200708--87.xml
Herr Västberg:,/content/corpus/protocols/1934/prot-1934--fk--27.xml
Anf. 49 OSWALD SÖDERQVIST (vpk) replik:,/content/corpus/protocols/198384/prot-198384--163.xml
Anf. 59 SOFIA ARKELSTEN (M) replik:,/content/corpus/protocols/201516/prot-201516--45.xml
Anf. 174 Statsrådet CATHARINA ELMSÄTER-SVÄRD (M) replik:,/content/corpus/protocols/201213/prot-201213--43.xml
Anf. 55 KERSTIN LUNDGREN (c) replik:,/content/corpus/protocols/200304/prot-200304--129.xml
Anf. 83 CLAUS ZAAR (nyd):,/content/corpus/protocols/199293/prot-199293--101.xml
Anf. 53 Statsrådet SVEN-ERIK BUCHT (S),/content/corpus/protocols/201718/prot-201718--105.xml
Herr BRACONIER (h):,/content/corpus/protocols/1955/prot-1955--ak--20.xml
Herr Malmborg i Skövde:,/content/corpus/protocols/1945/prot-1945--ak--21.xml
Anf. 11 JONAS RINGQVIST (v) replik:,/content/corpus/protocols/199899/prot-199899--39.xml
Anf. 73 JIMMIE ÅKESSON (SD) replik:,/content/corpus/protocols/201819/prot-201819--88.xml
Herr ELMGREN (s):,/content/corpus/protocols/1953/prot-1953--fk--22.xml
Herr NILSSON i Göingegården (h):,/content/corpus/protocols/1959/prot-1959--ak--22.xml
Anf. 14 ALLAN EKSTRÖM (m):,/content/corpus/protocols/198788/prot-198788--133.xml
Anf. 187 REYNOLDH FU-RUSTRAND (s):,/content/corpus/protocols/199899/prot-199899--66.xml
"Chefen för finansdepartementet, herr statsrådet STRÄNG:",/content/corpus/protocols/1963/prot-1963--ak--26.xml
Herr SÖDERBERG (s):,/content/corpus/protocols/1963/prot-1963--fk--7.xml
Herr NORDSTRANDH (m):,/content/corpus/protocols/1971/prot-1971--90.xml
Fru NETTELBRANDT (fp) kort genmäle:,/content/corpus/protocols/1970/prot-1970--ak--24.xml
Herr KRISTENSSON i Osby (fp) kort genmäle:,/content/corpus/protocols/1954/prot-1954--ak--24.xml
Anf. 88 Utbildningsminister THOMAS ÖSTROS (s):,/content/corpus/protocols/200304/prot-200304--64.xml
Anf. 40 Näringsminister MAUD OLOFSSON (c):,/content/corpus/protocols/200910/prot-200910--127.xml
Anf. 41 Socialförsäkringsminister ANNIKA STRANDHÄLL (S) replik:,/content/corpus/protocols/201415/prot-201415--37.xml
"Fru statsrådet SIGURDSEN erhöll ordet för att besvara herr Hermanssons
            (vpk) i kammarens protokoll för den 23 oktober intagna fråga,
            nr 276, till herr utrikesministern, och anförde:",/content/corpus/protocols/1974/prot-1974--111.xml
Anf. 56 BENGT WITTBOM (m):,/content/corpus/protocols/199192/prot-199192--28.xml
Anf. 105 Närings- och innovationsminister MIKAEL DAMBERG (S),/content/corpus/protocols/201415/prot-201415--110.xml
Anf. 37 ELVER JONSSON (fp),/content/corpus/protocols/199596/prot-199596--96.xml
Herr JÖNSSON i Jämtlands Sikås (fp):,/content/corpus/protocols/1958/prot-1958-a-ak--14.xml
Anf. 19 PER BILL (m):,/content/corpus/protocols/200102/prot-200102--29.xml
Anf. 89 FREDRIK SCHULTE (M):,/content/corpus/protocols/201415/prot-201415--77.xml
Anf. 64 MARIETTA DE POURBAIX-LUNDIN (m) replik:,/content/corpus/protocols/199697/prot-199697--81.xml
Anf. 28 PER LANDGREN (kd) replik:,/content/corpus/protocols/200203/prot-200203--40.xml
LARS-ERIK LÖVDÉN (s):,/content/corpus/protocols/198990/prot-198990--44.xml
Anf. 57 ANGELICA LUNDBERG (SD),/content/corpus/protocols/201819/prot-201819--85.xml
TORE CLAESON (vpk):,/content/corpus/protocols/197980/prot-197980--39.xml
Anf. 34 LARS SUNDIN (fp):,/content/corpus/protocols/198788/prot-198788--122.xml
Herr BENGTSON (cp):,/content/corpus/protocols/1968/prot-1968--fk--22.xml
Anf. 39 Näringsminister IBRAHIM BAYLAN (S),/content/corpus/protocols/201920/prot-201920--63.xml
Anf. 18 LARS TOBISSON (m):,/content/corpus/protocols/199697/prot-199697--60.xml
Anf. 36 JÖRGEN BERGLUND (M):,/content/corpus/protocols/201920/prot-201920--10.xml
Herr LINDAHL i Hamburgsund (fp):,/content/corpus/protocols/197576/prot-197576--113.xml
Anf. 10 MONICA GREEN (S):,/content/corpus/protocols/201011/prot-201011--127.xml
Anf. 29 ULLA-BRITT HAGSTRÖM (kd):,/content/corpus/protocols/199899/prot-199899--90.xml
Anf. 20 LARS TYSKLIND (fp):,/content/corpus/protocols/200708/prot-200708--70.xml
Anf. 56 CLAES ELMSTEDT (c):,/content/corpus/protocols/198283/prot-198283--54.xml
Herr ANDRE VICE TALMANNEN:,/content/corpus/protocols/1949/prot-1949-hÃ¶st-fk--28.xml
Anf. 69 LARS-AXEL NORDELL (kd):,/content/corpus/protocols/200809/prot-200809--120.xml
Anf. 146 BEATRICE ASK (M) replik,/content/corpus/protocols/201819/prot-201819--31.xml
Herr STJERNSTRÖM (c) kort genmäle:,/content/corpus/protocols/1973/prot-1973--66.xml
ARNE ANDERSSON i Ljung (m) replik:,/content/corpus/protocols/198990/prot-198990--46.xml
"Herr Johansson, Johan Bernhard:",/content/corpus/protocols/1943/prot-1943--fk--24.xml
Anf. 201 GÖRAN PERSSON i Simrishamn (s):,/content/corpus/protocols/200304/prot-200304--84.xml
Herr ÅNGSTRÖM (fp):,/content/corpus/protocols/1972/prot-1972--20.xml
Herr Janson i Frändesta:,/content/corpus/protocols/1946/prot-1946--ak--31.xml
Anf. 109 JAN BJÖRKLUND (L) replik,/content/corpus/protocols/201516/prot-201516--51.xml
Herr Nilsson i Landeryd:,/content/corpus/protocols/1922/prot-1922--ak--40.xml
Anf. 82 BARBRO WESTERHOLM (L) replik,/content/corpus/protocols/201617/prot-201617--108.xml
Anf. 71 ROLAND UTBULT (KD),/content/corpus/protocols/201819/prot-201819--64.xml
"Herr Anderson i Norrköping, som jämväl för kort genmäle erhöll
            ordet, yttrade:",/content/corpus/protocols/1938/prot-1938--ak--39.xml
Anf. 91 INGBRITT IRHAMMAR (c):,/content/corpus/protocols/199192/prot-199192--125.xml
PÄR GRANSTEDT (c):,/content/corpus/protocols/197879/prot-197879--78.xml
WALLÉN (s),/content/corpus/protocols/199495/prot-199495--105.xml
Anf. 92 BERIT HÖGMAN (s):,/content/corpus/protocols/200708/prot-200708--135.xml
"Chefen för handelsdepartementet, herr statsrådet ERICSSON:",/content/corpus/protocols/1954/prot-1954--ak--15.xml
Anf. 36 GÖREL BOHLIN (m) replik:,/content/corpus/protocols/198283/prot-198283--111.xml
Anf. 129 MARIE-ANN JOHANSSON (vpk):,/content/corpus/protocols/198283/prot-198283--149.xml
Anf. 101 Statsminister GÖRAN PERSSON (s):,/content/corpus/protocols/199798/prot-199798--66.xml
Anf. 29 Bostadsminister HANS GUSTAFSSON:,/content/corpus/protocols/198788/prot-198788--15.xml
Anf. 23 BJÖRN SÖDER (SD) replik:,/content/corpus/protocols/201718/prot-201718--96.xml
Herr statsministern PALME:,/content/corpus/protocols/1972/prot-1972--14.xml
Anf. 51 NINA LUNDSTRÖM (fp):,/content/corpus/protocols/200304/prot-200304--58.xml
Anf. 77 Arbetsmarknadsministern INGEMAR ELIASSON:,/content/corpus/protocols/198182/prot-198182--33.xml
Herr Borell:,/content/corpus/protocols/1935/prot-1935--fk--29.xml
Anf. 56 Statsrådet BIRGITTA DAHL:,/content/corpus/protocols/198485/prot-198485--63.xml
Anf. 75 BORIANA ÅBERG (m):,/content/corpus/protocols/200809/prot-200809--103.xml
Anf. 34 JENS HOLM (V) replik:,/content/corpus/protocols/201011/prot-201011--73.xml
Herr SUNDIN (cp) kort genmäle:,/content/corpus/protocols/1966/prot-1966-hÃ¶st-fk--35.xml
Anf. 184 LENNART BEIJER (v):,/content/corpus/protocols/199495/prot-199495--45.xml
Anf. 5 Socialminister LARS ENGQVIST (s):,/content/corpus/protocols/199899/prot-199899--64.xml
Anf. 178 Kulturminister MARGOT,/content/corpus/protocols/199596/prot-199596--18.xml
Herr BRACONIER:,/content/corpus/protocols/1952/prot-1952-hÃ¶st-ak--30.xml
Anf. 2 MICHAEL SVENSSON (M),/content/corpus/protocols/201617/prot-201617--15.xml
Herr WERBRO (fp):,/content/corpus/protocols/1967/prot-1967-hÃ¶st-ak--42.xml
Anf. 91 HANS WALLMARK (M) replik:,/content/corpus/protocols/201920/prot-201920--51.xml
Anf. 125 OLOF JOHANSSON (c) replik,/content/corpus/protocols/199596/prot-199596--77.xml
Anf. 55 Statsrådet PER BOLUND (MP):,/content/corpus/protocols/201617/prot-201617--101.xml
Anf. 116 SVEN-ERIK BUCHT (S):,/content/corpus/protocols/201011/prot-201011--41.xml
Anf. 70 RICKARD NORDIN (C) replik:,/content/corpus/protocols/201718/prot-201718--130.xml
Herr Lindhagen:,/content/corpus/protocols/1920/prot-1920--fk--29.xml
Anf. 114 ANNIKA QARLSSON (c) replik:,/content/corpus/protocols/200809/prot-200809--51.xml
"Herr Ekman, Carl Gustaf:",/content/corpus/protocols/1925/prot-1925--fk--36.xml
Fröken WETTERSTRÖM (h):,/content/corpus/protocols/1956/prot-1956--ak--19.xml
Fröken LJUNGBERG (h):,/content/corpus/protocols/1963/prot-1963--fk--26.xml
Herr VIRGIN (h):,/content/corpus/protocols/1963/prot-1963-hÃ¶st-fk--35.xml
Anf. 1 LISELOTT HAGBERG (fp):,/content/corpus/protocols/200506/prot-200506--121.xml
Anf. 28 TUVE SKÅNBERG (kds):,/content/corpus/protocols/199495/prot-199495--38.xml
"Chefen för jordbruksdepartementet, herr statsrådet STRÄNG:",/content/corpus/protocols/1950/prot-1950-hÃ¶st-ak--31.xml
Herr statsrådet Möller:,/content/corpus/protocols/1926/prot-1926--fk--21.xml
Herr Lindqvist:,/content/corpus/protocols/1920/prot-1920--fk--63.xml
Anf. 147 GÖTE JONSSON (m):,/content/corpus/protocols/199394/prot-199394--58.xml
Herr Linder:,/content/corpus/protocols/1930/prot-1930--fk--9.xml
"Fru MARKLUND (vpk), som yttrade:",/content/corpus/protocols/1968/prot-1968--ak--17.xml
Herr Tiällgren:,/content/corpus/protocols/1932/prot-1932--fk--42.xml
Anf. 161 ULF NILSSON (fp):,/content/corpus/protocols/200708/prot-200708--115.xml
Anf. 5 Finansminister KJELL-OLOF FELDT:,/content/corpus/protocols/198687/prot-198687--68.xml
Herr Eriksson i Grängesberg:,/content/corpus/protocols/1921/prot-1921--ak--50.xml
"Härefter lämnades ordet till herr Andersson i Stockholm, som
            anförde: Jag skall be att beträffande morgondagens föredragningslista
            få föreslå, att statsutskottets utlåtanden nr 56 och 57 måtte
            placeras närmast före statsutskottets utlåtande nr 4, då ärendena
            i de båda förstnämnda utlåtandena äro av den art, att de lämpligast
            böra behandlas före eller i samband med statsutskottets utlåtande
            nr 4 och alltså dels med hänsyn därtill, dels med hänsyn till
            kammarens tid böra föredragas i en följd.",/content/corpus/protocols/1933/prot-1933--ak--33.xml
Anf. 50 GÖTE JONSSON (m) replik:,/content/corpus/protocols/199899/prot-199899--39.xml
Anf. 31 Statsrådet MIKAEL DAMBERG (S),/content/corpus/protocols/202021/prot-202021--86.xml
Fru RYDING (k):,/content/corpus/protocols/1964/prot-1964--ak--20.xml
Anf. 27 OLLE ÖSTRAND (s):,/content/corpus/protocols/199091/prot-199091--31.xml
Anf. 2 TYRA JOHANSSON (s):,/content/corpus/protocols/198081/prot-198081--81.xml
Herr ZACHRISSON (s) kort genmäle:,/content/corpus/protocols/1972/prot-1972--56.xml
WALLÉN (s):,/content/corpus/protocols/200001/prot-200001--84.xml
Anf. 33 LARS TYSKLIND (FP) replik:,/content/corpus/protocols/201314/prot-201314--130.xml
"Fru Nordgren, som på begäran erhöll ordet för kort genmäle, anförde:",/content/corpus/protocols/1946/prot-1946--ak--27.xml
Anf. 2 LENNART BRUNANDER (c):,/content/corpus/protocols/198081/prot-198081--34.xml
Anf. 44 HÅKAN SVENNELING (V):,/content/corpus/protocols/201516/prot-201516--88.xml
Anf. 29 Finansminister ANDERS BORG (m):,/content/corpus/protocols/200708/prot-200708--34.xml
Anf. I TALMANNEN:,/content/corpus/protocols/198889/prot-198889--30.xml
Anf. 14 Jordbruksminister MARGARETA WINBERG (s):,/content/corpus/protocols/200001/prot-200001--106.xml
Anf. 95 GUNNAR ANDRÉN (FP) replik:,/content/corpus/protocols/201011/prot-201011--65.xml
Herr ENSKOG (fp):,/content/corpus/protocols/1966/prot-1966--ak--14.xml
"Anf. 81 ARNE ANDERSSON i Ljung (m): Herr talman! Om riksdagen,
              då den om några timmar går till beslut följer",/content/corpus/protocols/198485/prot-198485--110.xml
Herr HERLITZ (h):,/content/corpus/protocols/1953/prot-1953--fk--15.xml
Anf. 104 PENILLA GUNTHER (KD):,/content/corpus/protocols/201112/prot-201112--87.xml
Anf. 146 Utbildnings- och kulturminister LEIF PAGROTSKY (s) replik:,/content/corpus/protocols/200506/prot-200506--77.xml
Anf. 66 TORE CLAESON (vpk):,/content/corpus/protocols/198788/prot-198788--118.xml
Anf. 112 DÉSIRÉE PETHRUS ENGSTRÖM (kd) replik:,/content/corpus/protocols/200607/prot-200607--84.xml
Anf. 86 FREDRIK SCHULTE (M):,/content/corpus/protocols/201213/prot-201213--85.xml
Anf. 116 JULIA KRONLID (SD) replik,/content/corpus/protocols/201415/prot-201415--83.xml
"Chefen för kommunikationsdepartementet, herr statsrådet NILSSON:",/content/corpus/protocols/1951/prot-1951--ak--10.xml
"Herr JOHANSSON i Norrköping (s), som yttrade:",/content/corpus/protocols/1963/prot-1963--ak--4.xml
Anf. 20 Näringsminister MAUD OLOFSSON (c):,/content/corpus/protocols/200809/prot-200809--127.xml
Herr kommunikationsministern NORLING:,/content/corpus/protocols/197576/prot-197576--116.xml
Herr Frändén:,/content/corpus/protocols/1933/prot-1933--fk--40.xml
Anf. 27 NILS BERNDTSON (vpk) replik:,/content/corpus/protocols/198182/prot-198182--92.xml
"Herr SKOGLUND i Umeå, som anförde:",/content/corpus/protocols/1948/prot-1948--ak--4.xml
Herr statsrådet EDENMAN:,/content/corpus/protocols/1960/prot-1960-hÃ¶st-fk--24.xml
Anf. 28 GÖSTA ANDERSSON (ec) replik:,/content/corpus/protocols/198081/prot-198081--135.xml
Anf. 33 HARRY STAAF (kds):,/content/corpus/protocols/199293/prot-199293--44.xml
Anf. 29 ANNELIE KARLSSON (S):,/content/corpus/protocols/201718/prot-201718--8.xml
