text1,file
Anf. 28 GÖTE JONSSON (m):,/content/corpus/protocols/199394/prot-199394--109.xml
Fröken ANDERSSON (h):,/content/corpus/protocols/1955/prot-1955--fk--9.xml
Herr Aronson:,/content/corpus/protocols/1930/prot-1930--ak--37.xml
Herr Pettersson i Hällbacken:,/content/corpus/protocols/1936/prot-1936--ak--26.xml
Anf. 69 MARGARETA CEDERFELT (m):,/content/corpus/protocols/200001/prot-200001--54.xml
Herr Tjällgren:,/content/corpus/protocols/1924/prot-1924--fk--45.xml
Anf. 115 EMIL KÄLLSTRÖM (C) replik,/content/corpus/protocols/201415/prot-201415--86.xml
Anf. 131 LARS GUSTAFSSON (kd) 58,/content/corpus/protocols/199899/prot-199899--37.xml
Anf. 153 BIRGER HAGÅRD (m):,/content/corpus/protocols/199192/prot-199192--128.xml
Herr SJÖDAHL:,/content/corpus/protocols/1949/prot-1949--fk--13.xml
"Greve Lagerbjelke: Herr talman! Jag har begärt ordet för att
            instämma med greve Spens och herr Ekman i deras uttalanden angående
            rätten att göra fideikommiss av vissa samlingar.",/content/corpus/protocols/1930/prot-1930--fk--18.xml
Herr ANDERSON i Sundsvall (fp):,/content/corpus/protocols/1968/prot-1968--ak--14.xml
Herr BOHMAN (m) kort genmäle:,/content/corpus/protocols/1971/prot-1971--8.xml
Anf. 13 HELÉN PETTERSSON i Umeå (S) replik,/content/corpus/protocols/201617/prot-201617--80.xml
"Fru EWERLÖF (h), som yttrade:",/content/corpus/protocols/1955/prot-1955--ak--2.xml
Herr BJÖRCK i Nässjö (m):,/content/corpus/protocols/1971/prot-1971--86.xml
Herr Bagge:,/content/corpus/protocols/1937/prot-1937--ak--13.xml
Anf. 206 LAHJA EXNER (s) replik:,/content/corpus/protocols/199394/prot-199394--73.xml
Anf. 83 PER-ARNE HÅKANSSON (S),/content/corpus/protocols/201920/prot-201920--3.xml
Anf. 18 KARIN RÅGSJÖ (V),/content/corpus/protocols/201920/prot-201920--48.xml
Anf. 52 ARNE KJÖRNSBERG (s) replik:,/content/corpus/protocols/200304/prot-200304--31.xml
Herr Uhlén:,/content/corpus/protocols/1946/prot-1946--fk--22.xml
Anf. 112 SOFIA ARKELSTEN (M) replik,/content/corpus/protocols/201718/prot-201718--44.xml
Anf. 27 KENNETH G FORSLUND (s) replik:,/content/corpus/protocols/200506/prot-200506--102.xml
"Herr försvarsministern ANDERSSON erhöll ordet för att besvara
            herr Fågelsbos (c) i kammarens protokoll för den 2 februari intagna
            fråga, nr 46, och anförde:",/content/corpus/protocols/1971/prot-1971--23.xml
Anf. 35 SOLVEIG ZANDER (C) replik:,/content/corpus/protocols/201516/prot-201516--25.xml
Anf. 68 JENS HOLM (V) replik:,/content/corpus/protocols/201415/prot-201415--104.xml
Anf. 75 ELIN SEGERLIND (V),/content/corpus/protocols/201819/prot-201819--32.xml
Anf. 241 BO KÖNBERG (fp) replik:,/content/corpus/protocols/200102/prot-200102--123.xml
Anf. 102 SIW WITTGREN-AHL (s):,/content/corpus/protocols/200910/prot-200910--135.xml
Anf. 75 Statsrådet ANNA JOHANSSON (S),/content/corpus/protocols/201516/prot-201516--58.xml
Anf. 25 Försvarsminister THAGE G,/content/corpus/protocols/199495/prot-199495--60.xml
WINBERG (s),/content/corpus/protocols/199596/prot-199596--11.xml
Anf. 50 LINDA LINDBERG (SD) replik,/content/corpus/protocols/202021/prot-202021--136.xml
Anf. 112 BJÖRN SAMUELSON (v) replik:,/content/corpus/protocols/199293/prot-199293--123.xml
Anf. 4 EVA-LENA JANSSON (s):,/content/corpus/protocols/200607/prot-200607--120.xml
Anf. 42 CECILIA MAGNUSSON (m):,/content/corpus/protocols/200405/prot-200405--30.xml
Anf. 224 CHRISTER NYLANDER (L) replik,/content/corpus/protocols/201516/prot-201516--70.xml
Herr BERGH:,/content/corpus/protocols/1952/prot-1952-hÃ¶st-fk--30.xml
Anf. 76 Kulturminister BIRGIT FRIGGEBO,/content/corpus/protocols/199293/prot-199293--95.xml
Fru ERIKSSON i Stockholm (s):,/content/corpus/protocols/1960/prot-1960--ak--12.xml
Anf. 196 MARIE WILÉN (c) replik:,/content/corpus/protocols/199798/prot-199798--78.xml
Anf. 34 CAMILLA SKÖLD JANS-,/content/corpus/protocols/200203/prot-200203--96.xml
Herr OLSSON i Gävle:,/content/corpus/protocols/1948/prot-1948--ak--2.xml
Herr statsrådet LÖFBERG:,/content/corpus/protocols/1973/prot-1973--94.xml
Anf. 139 EVA JOHNSSON (kd) replik:,/content/corpus/protocols/200708/prot-200708--115.xml
Anf. 76 JAN-OLOF FRANZÉN (m),/content/corpus/protocols/199495/prot-199495--92.xml
Herr finansministern STRÄNG:,/content/corpus/protocols/1971/prot-1971--96.xml
Anf. 129 KERSTIN-MARIA STALIN (mp),/content/corpus/protocols/19992000/prot-19992000--96.xml
Anf. 17 FREDRIK MALM (FP):,/content/corpus/protocols/201415/prot-201415--27.xml
Anf. 1 LARS JILMSTAD (M),/content/corpus/protocols/202021/prot-202021--45.xml
"Herr Jeppsson, som härefter på begäran erhöll ordet, anförde:",/content/corpus/protocols/1925/prot-1925--ak--18.xml
Anf. 65 ULLA-BRITT HAGSTRÖM (kd):,/content/corpus/protocols/200102/prot-200102--100.xml
Anf. 117 EMMA WALLRUP (V):,/content/corpus/protocols/201415/prot-201415--65.xml
Herr NÄSSTRÖM (s):,/content/corpus/protocols/1963/prot-1963--fk--20.xml
"Chefen för handelsdepartementet, herr statsrådet LANGE:",/content/corpus/protocols/1959/prot-1959--ak--3.xml
Anf. 25 ELSE-MARIE LINDGREN (kd) replik:,/content/corpus/protocols/200910/prot-200910--41.xml
Herr Lindblad:,/content/corpus/protocols/1929/prot-1929--fk--35.xml
Anf. 169 ELIN LUNDGREN (S):,/content/corpus/protocols/201011/prot-201011--41.xml
Herr MUNKTELL (h);:,/content/corpus/protocols/1961/prot-1961--ak--9.xml
"Herr HANSON, PER-OLOF, (fp):",/content/corpus/protocols/1963/prot-1963-hÃ¶st-fk--34.xml
Herr statsrådet Nilsson:,/content/corpus/protocols/1937/prot-1937--fk--19.xml
Anf. 76 ARNE JANSSON (nyd):,/content/corpus/protocols/199394/prot-199394--21.xml
Hans excellens herr statsministern Erlander:,/content/corpus/protocols/1947/prot-1947--fk--30.xml
Anf. 234 KENT PERSSON (V) replik:,/content/corpus/protocols/201011/prot-201011--36.xml
Herr von Sydow:,/content/corpus/protocols/1929/prot-1929--fk--32.xml
Anf. 116 HELENA LINDAHL (C),/content/corpus/protocols/201718/prot-201718--100.xml
Anf. 48 JESPER SKALBERG KARLSSON (M):,/content/corpus/protocols/201718/prot-201718--53.xml
Herr MOLIN (fp):,/content/corpus/protocols/197576/prot-197576--69.xml
Herr Sköld:,/content/corpus/protocols/1930/prot-1930--ak--43.xml
Anf. 13 KATJA NYBERG (SD),/content/corpus/protocols/202122/prot-202122--4.xml
Anf. 40 Statsminister GÖRAN PERS-,/content/corpus/protocols/200203/prot-200203--49.xml
Herr Kvarnzelius:,/content/corpus/protocols/1932/prot-1932--fk--42.xml
Herr MAGNUSSON i Kristinehamn (vpk):,/content/corpus/protocols/1973/prot-1973--66.xml
Anf. 25 LARS BÄCKSTRÖM (v) replik:,/content/corpus/protocols/200506/prot-200506--141.xml
Anf. 70 CARL-ERIK SKÅRMAN (m) replik:,/content/corpus/protocols/200405/prot-200405--101.xml
Anf. 74 PER ÅSLING (c):,/content/corpus/protocols/200809/prot-200809--52.xml
Anf. 83 MATTIAS JONSSON (S):,/content/corpus/protocols/202021/prot-202021--141.xml
Anf. 26 BÖRJE NILSSON (s):,/content/corpus/protocols/199192/prot-199192--38.xml
Anf. 4 Statsminister GÖRAN PERSSON (s) replik:,/content/corpus/protocols/200405/prot-200405--13.xml
"Chefen för finansdepartementet, herr statsrådet STRÄNG:",/content/corpus/protocols/1956/prot-1956--ak--2.xml
Anf.91 ELISABET FRANZÉN (mp):,/content/corpus/protocols/198990/prot-198990--118.xml
Anf. 17 BARBRO SANDBERG (fp):,/content/corpus/protocols/198586/prot-198586--153.xml
Herr Håstad:,/content/corpus/protocols/1944/prot-1944--ak--19.xml
"Chefen för inrikesdepartementet, herr statsrådet JOHANSSON, som
            yttrade:",/content/corpus/protocols/1958/prot-1958-b-ak--14.xml
Anf. 181 ANDERS KARLSSON (s) replik:,/content/corpus/protocols/200809/prot-200809--14.xml
Anf. 54 Statsrådet ALF SVENSSON (kds):,/content/corpus/protocols/199192/prot-199192--55.xml
Fru statsrådet HJELM-WALLÉN:,/content/corpus/protocols/1975/prot-1975--49.xml
Anf. 52 GUNILLA ANDRÉ (c):,/content/corpus/protocols/198687/prot-198687--41.xml
Anf. 132 TREDJE VICE TALMANNEN,/content/corpus/protocols/202021/prot-202021--109.xml
Anf. 220 JOHAN PEHRSON (fp) replik:,/content/corpus/protocols/200809/prot-200809--86.xml
Herr GUSTAFSSON i Byske (c):,/content/corpus/protocols/1973/prot-1973--34.xml
Anf. 96 LARS-ERIK LÖVDÉN (s) replik:,/content/corpus/protocols/199293/prot-199293--87.xml
Anf. 32 GUNNAR BJÖRK (c):,/content/corpus/protocols/199091/prot-199091--46.xml
Anf. 23 SVEN BERGSTRÖM (c):,/content/corpus/protocols/200910/prot-200910--93.xml
Anf. 82 ISAK FROM (S),/content/corpus/protocols/202122/prot-202122--4.xml
Herr BÖRJESSON i Glömminge (cp) kort genmäle:,/content/corpus/protocols/1968/prot-1968-hÃ¶st-ak--44.xml
Herr FÄLLDIN (c):,/content/corpus/protocols/1971/prot-1971--118.xml
Herr MÖLLER i Gävle (s):,/content/corpus/protocols/1972/prot-1972--17.xml
Anf. 208 Näringsminister THOMAS ÖSTROS (s) replik:,/content/corpus/protocols/200405/prot-200405--47.xml
Herr JOHNSSON i Blentarp (s):,/content/corpus/protocols/197677/prot-197677--131.xml
Herr SKOGLUND (s):,/content/corpus/protocols/1969/prot-1969--ak--10.xml
Anf. 37 LARS-IVAR ERICSON (c):,/content/corpus/protocols/200607/prot-200607--57.xml
Anf. 25 OLLE THORELL (S) replik,/content/corpus/protocols/201819/prot-201819--108.xml
Anf. 347 Statsrådet ANNA HEDBORG (s):,/content/corpus/protocols/199495/prot-199495--10.xml
Herr TALMANNEN yttrade:,/content/corpus/protocols/1956/prot-1956-hÃ¶st-ak--33.xml
Anf. 103 Jordbruksminister ESKIL ERLANDSSON (c):,/content/corpus/protocols/200607/prot-200607--127.xml
Anf. 59 ULF BERG (M),/content/corpus/protocols/201415/prot-201415--65.xml
Herr FREDRIKSSON (s):,/content/corpus/protocols/1973/prot-1973--33.xml
Anf. 97 ARNE KJÖRNSBERG (s) replik:,/content/corpus/protocols/200304/prot-200304--87.xml
"Chefen för kommunikationsdepartementet, herr statsrådet ANDERSSON,
            som anförde:",/content/corpus/protocols/1953/prot-1953-hÃ¶st-ak--26.xml
Anf. 69 JOAR FORSSELL (L),/content/corpus/protocols/201819/prot-201819--94.xml
Herr JANSSON i Aspeboda:,/content/corpus/protocols/1950/prot-1950--ak--14.xml
ANNA-GRETA LEIJON (s):,/content/corpus/protocols/197879/prot-197879--144.xml
Herr statsrådet Bagge:,/content/corpus/protocols/1942/prot-1942--fk--11.xml
Anf. 115 ARON MODIG (KD):,/content/corpus/protocols/201617/prot-201617--101.xml
Anf. 68 Socialminister BENGT WESTERBERG (fp):,/content/corpus/protocols/199293/prot-199293--20.xml
Anf. 222 PER BILL (m) replik:,/content/corpus/protocols/200708/prot-200708--127.xml
Anf. 122 TALMANNEN:,/content/corpus/protocols/199697/prot-199697--95.xml
Anf. 102 STEN-OVE SUNDSTRÖM (s):,/content/corpus/protocols/198485/prot-198485--23.xml
Anf. 64 ANITA BRODÉN (FP):,/content/corpus/protocols/201112/prot-201112--40.xml
Herr Heiding:,/content/corpus/protocols/1939/prot-1939--fk--37.xml
Anf. 6 ALLAN WIDMAN (L),/content/corpus/protocols/201819/prot-201819--51.xml
Herr SNYGG (s):,/content/corpus/protocols/1959/prot-1959--fk--11.xml
Herr Olofsson i Digernäs:,/content/corpus/protocols/1924/prot-1924--ak--14.xml
Anf. 15 CATHARINA BRÅKENHIELM (S) replik,/content/corpus/protocols/201617/prot-201617--126.xml
KARL-ERIK PERSSON (vpk) replik:,/content/corpus/protocols/198990/prot-198990--21.xml
Anf. 73 Statsrådet BERIT ANDNOR (s):,/content/corpus/protocols/200203/prot-200203--86.xml
Anf. 61 LENA HJELM-WALLÉN (s):,/content/corpus/protocols/199293/prot-199293--73.xml
THAM (s),/content/corpus/protocols/199495/prot-199495--106.xml
"Chefen för handelsdepartementet, herr statsrådet LANGE:",/content/corpus/protocols/1964/prot-1964-hÃ¶st-ak--41.xml
Herr Leo:,/content/corpus/protocols/1928/prot-1928--ak--32.xml
Anf. 34 SAILA QUICKLUND (M) replik:,/content/corpus/protocols/201314/prot-201314--82.xml
Anf. 173 Statsrådet MONA SAHLIN (s),/content/corpus/protocols/200203/prot-200203--14.xml
Anf. 15 Statsminister INGVAR CARLSSON:,/content/corpus/protocols/198788/prot-198788--61.xml
Anf. 60 Statsrådet ÅSA TORSTENSSON (c):,/content/corpus/protocols/200708/prot-200708--54.xml
Herr Heiding:,/content/corpus/protocols/1945/prot-1945--fk--28.xml
Herr Pettersson i Hällbacken:,/content/corpus/protocols/1926/prot-1926--ak--12.xml
Anf. 6 GUNNEL JONÄNG (c):,/content/corpus/protocols/198485/prot-198485--31.xml
Anf. 168 KARIN RÅGSJÖ (V) replik,/content/corpus/protocols/201819/prot-201819--84.xml
Herr ALEXANDERSON (fp):,/content/corpus/protocols/1963/prot-1963--fk--27.xml
Anf. 45 ALIREZA AKHONDI (C) replik:,/content/corpus/protocols/202122/prot-202122--46.xml
Anf. 88 INGE CARLSSON (s):,/content/corpus/protocols/200102/prot-200102--64.xml
Anf. 64 ALICE ÅSTRÖM (v) replik:,/content/corpus/protocols/200304/prot-200304--49.xml
Anf. 153 TALMANNEN:,/content/corpus/protocols/199293/prot-199293--45.xml
Anf. 5 MARIA WEIMER (L):,/content/corpus/protocols/201617/prot-201617--108.xml
Anf. 2 PIERRE SCHORI (s):,/content/corpus/protocols/199293/prot-199293--99.xml
Anf. 221 ÅKE SANDSTRÖM (c):,/content/corpus/protocols/19992000/prot-19992000--92.xml
Anf. 133 BEATRICE ASK (m),/content/corpus/protocols/199596/prot-199596--52.xml
Anf. 14 KATARINA KÖHLER (S),/content/corpus/protocols/201415/prot-201415--25.xml
Anf. 134 Statsrådet ISABELLA LÖVIN (MP) replik:,/content/corpus/protocols/201718/prot-201718--56.xml
Herr ÅKERSTRÖM (s):,/content/corpus/protocols/1958/prot-1958-b-ak--15.xml
Anf. 80 ELIN LUNDGREN (S):,/content/corpus/protocols/201011/prot-201011--83.xml
Anf. 124 CLAES VÄSTERTEG (c):,/content/corpus/protocols/200809/prot-200809--17.xml
Herr HÅSTAD (h):,/content/corpus/protocols/1959/prot-1959--ak--6.xml
Herr KÄLLQVIST (fp):,/content/corpus/protocols/1960/prot-1960--fk--11.xml
Anf. 77 KATARINA BRÄNNSTRÖM (M):,/content/corpus/protocols/201213/prot-201213--124.xml
Anf. 80 BIRGITTA AHLQVIST (s) replik:,/content/corpus/protocols/200405/prot-200405--139.xml
Anf. 53 Arbetsmarknadsminister EVA NORDMARK (S):,/content/corpus/protocols/202021/prot-202021--106.xml
Herr JOHANSSON i Trollhättan (s):,/content/corpus/protocols/1971/prot-1971--87.xml
Anf. 38 ANDERS BJÖRCK (m):,/content/corpus/protocols/198283/prot-198283--154.xml
Anf. 29 Utbildnings- och kulturminister LEIF PAGROTSKY (s):,/content/corpus/protocols/200506/prot-200506--34.xml
Anf. 58 PER-INGVAR JOHNSSON (C),/content/corpus/protocols/201516/prot-201516--118.xml
Herr ALEXANDERSON (fp):,/content/corpus/protocols/1970/prot-1970--fk--10.xml
Anf. 101 Socialminister LARS ENG-QVIST (s):,/content/corpus/protocols/200203/prot-200203--57.xml
Anf. 16 OSKAR LINDKVIST (s) replik:,/content/corpus/protocols/198384/prot-198384--132.xml
Anf. 35 OLA KARLSSON (m):,/content/corpus/protocols/199697/prot-199697--65.xml
Anf. 24 KRISTER ÖRNFJÄDER (s):,/content/corpus/protocols/200607/prot-200607--77.xml
Fru ERIKSSON i Stockhohmn (s):,/content/corpus/protocols/1964/prot-1964--ak--15.xml
Anf. 34 INGA BERGGREN (m):,/content/corpus/protocols/19992000/prot-19992000--38.xml
"Herr Holmström, som på begäran erhöll ordet för kort genmäle,
            yttrade:",/content/corpus/protocols/1947/prot-1947--ak--9.xml
Anf. 75 PER ROSENGREN (v) replik:,/content/corpus/protocols/200102/prot-200102--81.xml
Anf. 181 VIOLA CLAESSON (vpk) replik:,/content/corpus/protocols/198889/prot-198889--95.xml
Anf. 89 GUDRUN LINDVALL (mp),/content/corpus/protocols/199495/prot-199495--120.xml
Anf. 70 LARS BECKMAN (M):,/content/corpus/protocols/201920/prot-201920--46.xml
Anf. 67 EWA HEDKVIST PETERSEN (s):,/content/corpus/protocols/199091/prot-199091--83.xml
Anf. 167 MAGNUS JACOBSSON (kd),/content/corpus/protocols/200102/prot-200102--115.xml
Anf. 33 Utrikesminister CARL BILDT (m):,/content/corpus/protocols/200708/prot-200708--139.xml
Anf. 127 ANDERS BENGTSSON (s),/content/corpus/protocols/200203/prot-200203--66.xml
Anf. 18 Statsminister CARL BILDT (m):,/content/corpus/protocols/199192/prot-199192--8.xml
Anf. 145 JOHAN PEHRSON (FP) replik:,/content/corpus/protocols/201415/prot-201415--59.xml
Herr Ericsson i Kinna:,/content/corpus/protocols/1943/prot-1943-hÃ¶st-ak--35.xml
KENT LUNDGREN (mp):,/content/corpus/protocols/198990/prot-198990--31.xml
Anf. 9 Statsrådet GÖRAN PERSSON (s):,/content/corpus/protocols/199091/prot-199091--73.xml
Anf. 219 CARL-ERIK SKÅRMAN (m) replik:,/content/corpus/protocols/200405/prot-200405--131.xml
Anf. 47 HARALD NORDLUND (fp) replik:,/content/corpus/protocols/199899/prot-199899--87.xml
Herr NORMAN (s):,/content/corpus/protocols/1953/prot-1953--fk--15.xml
Herr Almkvist:,/content/corpus/protocols/1930/prot-1930--fk--32.xml
Anf. 28 Socialminister GERTRUD SIGURDSEN:,/content/corpus/protocols/198889/prot-198889--18.xml
"Chefen för handelsdepartementet, herr statsrådet ERICSSON, erhöll
            på begäran ordet för att besvara herr Janssons i Benestad interpellation
            i anledning av höjningarna av priset på kaffe.",/content/corpus/protocols/1954/prot-1954--ak--4.xml
Herr Lindskog:,/content/corpus/protocols/1936/prot-1936--ak--30.xml
Anf. 42 Statsrådet TOBIAS BILLSTRÖM (m):,/content/corpus/protocols/200607/prot-200607--128.xml
Anf. 16 JOHAN LÖFSTRAND (S) replik,/content/corpus/protocols/201415/prot-201415--36.xml
Anf. 13 LARS GUSTAFSSON (s) replik:,/content/corpus/protocols/198687/prot-198687--131.xml
Anf. 21 Finansminister ERIK,/content/corpus/protocols/199596/prot-199596--95.xml
Anf. 125 STINA BERGSTRÖM (MP) replik:,/content/corpus/protocols/201112/prot-201112--94.xml
Anf. 199 VIVIANN GERDIN (c) replik:,/content/corpus/protocols/200405/prot-200405--72.xml
"Greve Spens: Endast ett par ord i anledning av den siste ärade
              talarens yttrande. Herr Löfgren anmärkte mot reservanterna, att
              de hade föreslagit en",/content/corpus/protocols/1931/prot-1931--fk--17.xml
Anf. 172 SOFIA LARSEN (c) replik:,/content/corpus/protocols/200910/prot-200910--47.xml
Herr RINGABY (m) kort genmäle:,/content/corpus/protocols/1973/prot-1973--93.xml
Anf. 24 PAULA BIELER (SD) replik,/content/corpus/protocols/201819/prot-201819--30.xml
Herr GUSTAFSSON i Borås (fp):,/content/corpus/protocols/1954/prot-1954--ak--23.xml
"Herr KARLSSON, GUSTAF (s):",/content/corpus/protocols/1953/prot-1953--fk--17.xml
Herr AHLMARK (fp):,/content/corpus/protocols/1968/prot-1968--fk--10.xml
Herr Örne:,/content/corpus/protocols/1932/prot-1932--fk--25.xml
Anf. 88 OLLE FELTEN (SD),/content/corpus/protocols/201718/prot-201718--39.xml
Anf. 76 TOMMY FRANZÉN (vpk):,/content/corpus/protocols/198384/prot-198384--159.xml
Anf. 79 BETTY MALMBERG (M) replik,/content/corpus/protocols/201617/prot-201617--92.xml
Anf. 82 YVONNE RUWAIDA (mp),/content/corpus/protocols/199495/prot-199495--52.xml
Herr Andersson i Stockholm:,/content/corpus/protocols/1932/prot-1932--ak--40.xml
Anf. 21 MARIE ENGSTRÖM (v):,/content/corpus/protocols/200809/prot-200809--57.xml
Herr WESTBERG (fp):,/content/corpus/protocols/1967/prot-1967--ak--26.xml
Anf. 131 ALIREZA AKHONDI (C):,/content/corpus/protocols/201819/prot-201819--34.xml
Herr BLIDFORS (s) kort genmäle:,/content/corpus/protocols/1955/prot-1955--ak--20.xml
Herr WESTBERG i Ljusdal (fp):,/content/corpus/protocols/1972/prot-1972--125.xml
Herr TURESSON (h):,/content/corpus/protocols/1967/prot-1967-hÃ¶st-ak--42.xml
Anf. 10 HANS WALLMARK (M),/content/corpus/protocols/202021/prot-202021--77.xml
"Fru OLSSON, ELVY, (cp):",/content/corpus/protocols/1968/prot-1968--fk--23.xml
Herr NIHLFORS (fp):,/content/corpus/protocols/1965/prot-1965-hÃ¶st-ak--39.xml
Anf. 53 MARIANNE ANDERSSON (c):,/content/corpus/protocols/199293/prot-199293--59.xml
Anf. 105 JAN-EVERT RÅDHSTRÖM (M) replik:,/content/corpus/protocols/201112/prot-201112--121.xml
Anf. 4 KARIN ENSTRÖM (M),/content/corpus/protocols/201516/prot-201516--66.xml
Herr ARRHÉN (h):,/content/corpus/protocols/1956/prot-1956--fk--18.xml
Anf. 107 CARIN LUNDBERG (s):,/content/corpus/protocols/200102/prot-200102--119.xml
Anf. 79 Utrikesminister ANN LINDE (S),/content/corpus/protocols/202021/prot-202021--117.xml
Anf. 109 BENGT-OLA RYTTAR (s) replik:,/content/corpus/protocols/200001/prot-200001--113.xml
Herr bostadsministern CARLSSON:,/content/corpus/protocols/1974/prot-1974--21.xml
Herr ÖSTLUND (h):,/content/corpus/protocols/1961/prot-1961--ak--24.xml
Anf. 49 ALEXANDRA ANSTRELL (M):,/content/corpus/protocols/201920/prot-201920--36.xml
Anf. 65 ULF HOLM (mp) replik:,/content/corpus/protocols/200910/prot-200910--72.xml
Anf. 252 SYLVIA LINDGREN (s) replik:,/content/corpus/protocols/199899/prot-199899--109.xml
Anf. 39 JÖRGEN WARBORN (M),/content/corpus/protocols/201516/prot-201516--58.xml
Anf. 90 RAGNHILD POHANKA (mp):,/content/corpus/protocols/199091/prot-199091--96.xml
9 $ Anf. 9 TREDJE VICE TALMANNEN:,/content/corpus/protocols/198586/prot-198586--133.xml
Herr Mannerskantz:,/content/corpus/protocols/1938/prot-1938--fk--38.xml
Anf. 20 AGNETA LUNDBERG (s) replik:,/content/corpus/protocols/19992000/prot-19992000--116.xml
Anf. 154 AMANDA PALMSTIERNA (MP) replik:,/content/corpus/protocols/202021/prot-202021--111.xml
Herr statsrådet MOBERG:,/content/corpus/protocols/1968/prot-1968--ak--12.xml
Herr Hollertz:,/content/corpus/protocols/1930/prot-1930--ak--26.xml
Anf. 21 HUGO BERGDAHL (fp):,/content/corpus/protocols/198283/prot-198283--123.xml
Herr Jonsson i Eskilstuna:,/content/corpus/protocols/1943/prot-1943--ak--17.xml
(fp):,/content/corpus/protocols/199091/prot-199091--123.xml
Herr HANSSON i Skegrie:,/content/corpus/protocols/1949/prot-1949--ak--12.xml
Herr ARRHÉN (h) kort genmäle:,/content/corpus/protocols/1956/prot-1956-hÃ¶st-fk--33.xml
Anf. 86 KENNETH JOHANSSON (c) replik:,/content/corpus/protocols/200405/prot-200405--140.xml
Herr Månsson i Furuvik:,/content/corpus/protocols/1928/prot-1928--ak--32.xml
Anf. 85 DENNIS DIOUKAREV (SD),/content/corpus/protocols/202021/prot-202021--74.xml
Anf. 25 INGA-BRITT JOHANSSON (s):,/content/corpus/protocols/198687/prot-198687--74.xml
Anf. 2 MATHEUS ENHOLM (SD),/content/corpus/protocols/201920/prot-201920--44.xml
Anf. 46 TREDJE VICE TALMANNEN:,/content/corpus/protocols/200203/prot-200203--57.xml
VALL (s):,/content/corpus/protocols/19992000/prot-19992000--82.xml
Anf. 61 CARINA OHLSSON (s):,/content/corpus/protocols/200708/prot-200708--33.xml
HALVARSSON (s) replik,/content/corpus/protocols/199495/prot-199495--119.xml
Anf. 81 LENNART ALSÉN (fp):,/content/corpus/protocols/198687/prot-198687--104.xml
Anf. 12 Justitieminister BEATRICE ASK (M):,/content/corpus/protocols/201112/prot-201112--138.xml
Anf . 62 MONICA GREEN (S):,/content/corpus/protocols/201415/prot-201415--77.xml
INGA LANTZ (vpk):,/content/corpus/protocols/197980/prot-197980--40.xml
Herr Olsson i Kullenbergstorp:,/content/corpus/protocols/1922/prot-1922--ak--32.xml
KARIN NORDLANDER (vpk):,/content/corpus/protocols/197879/prot-197879--28.xml
GUNILLA ANDRÉ (c) kort genmäle:,/content/corpus/protocols/197879/prot-197879--52.xml
Fru GÄRDE WIDEMAR (fp):,/content/corpus/protocols/1966/prot-1966--ak--24.xml
Anf. 18 ARON EMILSSON (SD),/content/corpus/protocols/202021/prot-202021--46.xml
Anf. 112 HANS WALLMARK (m) replik:,/content/corpus/protocols/200708/prot-200708--88.xml
Anf. 49 HELENA LINDAHL (C):,/content/corpus/protocols/201112/prot-201112--18.xml
Anf. 50 Närings- och innovationsminister MIKAEL DAMBERG (S) replik:,/content/corpus/protocols/201516/prot-201516--85.xml
Herr Kvarnzelius:,/content/corpus/protocols/1924/prot-1924--fk--16.xml
Anf. 130 BARBRO WESTERHOLM (L) replik,/content/corpus/protocols/201516/prot-201516--40.xml
Anf. 40 INGELA MÅRTENSSON (fp):,/content/corpus/protocols/199091/prot-199091--10.xml
Anf. 86 STAFFAN DANIELSSON (C):,/content/corpus/protocols/201718/prot-201718--39.xml
Anf. 100 ULF MELIN (m):,/content/corpus/protocols/198990/prot-198990--114.xml
Anf. 56 KJELL-ARNE OTTOSSON (KD),/content/corpus/protocols/201920/prot-201920--66.xml
Anf. 105 ALICE ÅSTRÖM (v):,/content/corpus/protocols/199899/prot-199899--34.xml
Anf. 40 RIKARD LARSSON (S) replik,/content/corpus/protocols/202021/prot-202021--146.xml
Herr LUNDGREN (h):,/content/corpus/protocols/1953/prot-1953--fk--22.xml
"Herr JOHANSSON, TAGE, (s):",/content/corpus/protocols/1959/prot-1959--fk--19.xml
Anf. 172 RIGMOR STENMARK (c) replik:,/content/corpus/protocols/200001/prot-200001--118.xml
Anf. 25 Statsminister STEFAN LÖFVEN (S) replik:,/content/corpus/protocols/201819/prot-201819--103.xml
Anf. 57 Arbetsmarknadsminister ANDERS,/content/corpus/protocols/199495/prot-199495--114.xml
Herr CARLSSON i kort genmäle:,/content/corpus/protocols/1956/prot-1956--ak--18.xml
